"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Nigeria","NGA",202910232,1.26835366921979,1,21,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,2,1,1,2,,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,3,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,2,1,1,1,1,1
"Nigeria","NGA",200092327,0.760365757578875,1,30,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,4,2,3,2,2,3,,1,0,4,4,4,2,4,5,1,2,0,0
"Nigeria","NGA",198029048,1.85835484810393,2,23,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,2,3,,1,,1,1,4,4,4,2,4,5,1,1,0,0
"Nigeria","NGA",154052876,0.607395300693137,2,20,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",210511902,1.19822931625924,2,35,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,2,3,1,2,2,1,2,1,1,3,3,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,4,3,2,,0,0,2,4,4,4,4,5,2,3,0,0
"Nigeria","NGA",181117635,0.651667910655898,1,20,2,1,1,2,1,1,0,2,2,1,2,,2,2,3,,,,2,,1,2,2,,,,,,,,,,1,2,1,1,2,2,,,,,2,,,2,1,2,,,,1,2,,2,1,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,1,1,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,1,2,4,4,2,4,1,1,1,1,0
"Nigeria","NGA",190405318,0.476688715795735,1,52,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,3,1,2,2,2,2,2,,,,,2,,,1,2,2,,,,1,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,2,1,1,,1,0,4,4,4,2,2,1,1,2,0,0
"Nigeria","NGA",198418136,0.911631963081087,1,22,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,3,,,,,,1,1,1,1,4,1,,0,0,4,4,4,5,4,5,2,2,0,0
"Nigeria","NGA",114425124,0.564936609137718,1,34,2,3,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,2,2,1,2,,,1,1,1,1,2,,2,2,2,2,2,2,2,,1,1,1,1,1,,,3,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,3,3,2,,1,,1,0,4,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",162107795,0.377838060901509,1,18,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,2,3,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",137573014,0.381513903972947,2,50,2,4,1,2,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,2,,0,1,4,4,4,2,2,3,1,2,0,0
"Nigeria","NGA",161786548,0.969616484558354,2,20,2,4,1,2,1,1,0,2,2,1,2,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,3,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,1,,1,0,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",121766050,3.29801186705074,2,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",167490888,0.223275257178175,2,25,2,3,1,2,1,1,0,2,2,1,1,2,2,1,2,,,,1,1,1,2,1,,,,,,,,,,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,1,2,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,3,3,3,,3,,1,0,4,4,4,4,4,3,1,2,1,0
"Nigeria","NGA",161142756,1.044508132853,1,40,2,2,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,1,1,2,2,2,2,,1,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,1,4,4,1,0
"Nigeria","NGA",183010932,1.03111852442569,1,35,2,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,8,,,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,4,4,,1,1,4,4,4,4,4,3,1,1,0,0
"Nigeria","NGA",115217373,0.46148649065383,2,35,2,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,1,1,2,,,,1,2,2,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,1,2,4,4,4,4,4,1,2,0,0
"Nigeria","NGA",209000149,0.702551304333682,1,32,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,4,2,4,5,1,2,0,0
"Nigeria","NGA",188747920,0.652035426800491,1,32,2,3,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,1,4,4,4,2,1,1,2,1,0
"Nigeria","NGA",177731532,0.325424260412615,2,45,2,3,1,2,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,1,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,1,1,2,,,,2,2,,2,2,2,1,,4,1,1,2,,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,1,2,1,,0,1,4,4,4,4,1,1,1,1,1,0
"Nigeria","NGA",119026760,0.223275257178175,2,30,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,3,,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,0,1,4,4,4,4,4,5,1,3,0,0
"Nigeria","NGA",121910873,0.470328461716059,1,20,2,4,2,2,1,1,0,2,2,1,1,2,2,1,2,,,,2,,1,2,1,,,,,,,,,,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,0,1,4,4,4,4,4,1,1,1,1,0
"Nigeria","NGA",168015847,3.69132718271346,2,45,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,6,2,2,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,1,0,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",156270837,0.337168306294481,2,28,2,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,1,1,2,2,2,2,1,3,3,1,1,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",113242619,3.69132718271346,1,94,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,1,1,2,1,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,1,1,2,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",132769420,0.310375389678876,1,20,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",121050176,3.22350403307979,1,22,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",116810909,0.223275257167535,1,30,2,1,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,3,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",111544954,0.223275257178175,2,25,2,3,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,3,2,2,2,1,2,,,,,1,2,,2,1,2,,,,2,2,,1,2,2,1,2,2,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",141851874,0.278142396263243,2,24,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,4,1,,1,1,4,4,4,4,4,3,1,1,0,0
"Nigeria","NGA",189736567,3.69132718271346,2,64,1,4,1,2,1,1,0,2,2,1,1,2,1,1,2,,,,1,2,1,1,3,,,,,,,,,,2,1,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,3,2,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,1,1,,0,1,4,4,4,2,2,1,1,2,1,0
"Nigeria","NGA",180083571,1.2943514285927,2,56,2,4,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,2,2,3,1,1,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,1,1,1,1,1,0
"Nigeria","NGA",153199234,0.722272497185182,1,28,2,3,2,2,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,2,1,,,,,,,,,,2,2,2,2,2,1,,,,,1,2,,2,1,2,,,,2,1,,2,2,2,1,,2,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,3,,1,1,4,4,4,4,2,1,2,1,1,1
"Nigeria","NGA",185373889,0.223275257167535,2,38,2,1,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,1,,2,1,1,2,,5,1,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,1,1,4,4,4,2,2,1,1,2,1,0
"Nigeria","NGA",175319109,0.347318863016179,2,46,2,3,1,1,1,1,0,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,1,1,2,1,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,1,1,,,1,2,1,1,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,1,1,4,4,4,2,1,1,1,1,1,0
"Nigeria","NGA",161860143,2.03204008242144,1,15,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",156518640,0.327551118351108,1,34,2,1,1,2,1,1,0,2,2,1,1,1,2,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,1,,2,2,2,,,,2,1,,2,2,2,1,,2,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,2,1,1
"Nigeria","NGA",163326405,0.438671615086831,2,30,2,4,1,1,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,1,2,1,2,,,,,2,,,2,2,2,,,,2,1,,1,1,1,2,1,1,1,1,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,3,1,,1,1,4,4,4,1,1,1,1,1,1,0
"Nigeria","NGA",171010045,3.15601623861216,1,18,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,3,2,2,1,2,1,2,3,3,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",116910700,0.587453381076256,2,30,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",162449745,1.52605561589179,2,54,2,3,1,2,1,1,1,2,2,1,1,2,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,2,2,1,2,,,1,1,2,,,,2,2,2,2,2,2,2,,2,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,0,4,4,4,4,4,1,1,1,1,0
"Nigeria","NGA",191275087,2.26650169293292,1,30,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,3,2,2,2,1,1,2,2,3,3,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",153362104,0.223275257167535,1,32,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,0,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",180946154,2.69315747551185,1,28,1,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,1,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",196829667,0.620750779357752,1,21,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,1,1,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,2,2,2,,1,0,4,4,4,2,4,1,1,1,0,0
"Nigeria","NGA",205190684,3.22350403307979,1,22,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,3,2,2,3,,1,1,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",193911296,0.572630332365752,2,50,2,5,1,2,1,1,0,2,1,1,1,2,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,1,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,5,1,2,1,0
"Nigeria","NGA",192171191,0.391635587384171,2,26,2,5,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,1,1,1,2,2,,,,,1,2,,1,1,2,,,,1,1,,2,1,1,1,,5,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,2,1,,1,1,4,4,4,4,2,1,1,1,1,1
"Nigeria","NGA",169451373,0.223275257167535,2,31,2,4,1,1,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,1,,2,2,2,2,,5,1,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,2,1,,1,0,4,4,4,2,2,1,1,1,1,0
"Nigeria","NGA",209833044,0.312660246278382,2,38,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,3,2,,0,0,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",113154055,0.223275257167535,1,30,2,1,1,2,1,1,0,2,2,1,2,,2,1,2,,,,1,2,2,,1,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,2,,0,1,4,4,4,4,2,5,1,2,0,0
"Nigeria","NGA",162357723,3.69132718271346,1,45,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",206556437,0.792470451473607,2,15,2,3,1,2,1,1,0,2,1,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,4,2,2,1,0
"Nigeria","NGA",156585508,0.223275257178175,2,26,2,2,2,2,1,1,0,1,2,1,1,1,3,1,2,,,,2,,1,1,1,,,,,,,,,,2,2,2,2,2,1,,,,,2,1,,2,3,2,,,,2,2,,2,2,2,1,,7,,,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,0,1,4,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",174709720,2.00184091447264,2,60,1,1,1,2,1,1,0,2,1,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,2,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,1,1,2,2,1,,1,3,1,1,4,1,,1,1,4,4,1,2,2,1,2,2,1,0
"Nigeria","NGA",178089866,3.17406963999526,1,45,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,1,1,2,2,1,,1,1,1,3,2,1,,0,0,4,3,4,2,4,5,1,2,0,0
"Nigeria","NGA",155407482,0.223275257167535,1,40,2,1,1,2,1,1,0,2,2,1,2,,1,2,2,,,,2,,2,,2,,,,,,,,,,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,1,1,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,2,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",168589455,1.95299726572636,1,26,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,1,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",210461919,0.223275257167535,1,27,2,5,1,1,1,1,1,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,2,,,2,1,2,,,,2,2,2,1,2,2,1,2,3,2,1,1,1,,,2,,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",180807253,0.50465052205213,1,19,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",190603270,1.75546911996806,2,17,2,4,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,1,4,2,4,1,4,2,,0,0,4,4,4,1,4,5,1,1,0,0
"Nigeria","NGA",208576560,0.403001115221083,2,30,2,5,1,2,1,1,0,2,2,1,1,2,1,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,3,2,1,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,1,1,4,4,4,4,1,1,1,2,1,0
"Nigeria","NGA",141556045,0.390462875223533,1,23,2,5,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,2,4,4,4,4,5,1,1,0,0
"Nigeria","NGA",166357769,0.567939509271012,2,20,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,3,1,2,2,1,2,2,2,1,1,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
